mx_standard,my_standard,mz_standard,r_2_standard
6.826450829065669e-13,-4.571997645552736e-13,2.775469235146026e-13,0.9956629882975869
4.50644794770236e-12,-4.611291351035472e-12,1.0975779179805327e-11,0.9918574439972236
6.599281341407154e-13,-5.067953794648481e-12,4.299154058591408e-12,0.995651723314991
-4.7138546377267646e-15,-6.620207092161114e-16,-5.563788769215579e-15,0.7798902491493784
-4.166265469242227e-13,-3.272564462975466e-13,1.1031250478399478e-13,0.9966556100787347
8.730213895090855e-13,-8.98721964475e-13,2.841404938847172e-12,0.9488042739753132
3.980152745627259e-13,-4.81300966892145e-13,1.0405471786481648e-12,0.9891461105655276
1.1623444130207619e-14,-1.9534499859930773e-13,4.406283681907729e-13,0.9670378216434199
5.51817632089853e-13,-5.03231967446892e-13,7.969547949158617e-13,0.9968845442208608
1.2224055515749665e-12,1.2248388329064187e-13,3.8826241744554893e-13,0.9808091023803893
7.471439629258843e-13,-8.202968083367349e-13,1.591679716052699e-12,0.9844277391506016
1.8779495132226358e-12,-2.9895018062557003e-13,4.810149596240062e-13,0.9982901549284771
4.435182786549793e-13,-5.455139851209083e-13,6.526333931766748e-13,0.9964063782577499
6.039078383012713e-14,-1.286548197895174e-14,1.9535873297130673e-13,0.9947954155120402
3.676052279756234e-15,-3.735082316741736e-13,1.383689405813635e-13,0.7953254025829641
-6.60195857045108e-16,2.480676136263876e-15,-3.109792447868716e-15,0.7544482784707612
9.232387689447547e-13,-1.526857399201578e-12,3.8835042184999954e-13,0.9112799314783404
3.38247125764833e-14,-1.5541707716276096e-13,4.0322922537618073e-13,0.984402825329938
2.3115554133654607e-13,-5.578588009136017e-13,3.544587259918764e-13,0.9912633428532035
5.10452983402032e-13,-1.5513040465292944e-13,1.196154273000194e-12,0.9940485993771051
4.236908491143923e-13,4.960318057243807e-13,1.7689584673491924e-13,0.9899002008270689
-2.143463984185484e-13,-2.919757309398442e-13,-9.330790335594091e-14,0.9892866561193141
-2.803488119675732e-14,5.976421409534099e-14,1.0737451513686698e-13,0.9850961979942122
3.2808247131733003e-13,-6.478521396616384e-14,4.3518067575500113e-13,0.8926430252493808
-4.7170762448232714e-14,-1.64483955671908e-13,2.2996679159904707e-13,0.9947865830447616
1.5824361862322198e-13,-2.3071271528378167e-13,3.6731419054705587e-13,0.9577302647494571
1.1486758207945201e-13,-1.4751355080772278e-13,4.2589221252009107e-13,0.9814427409723936
8.554571323228115e-13,-1.5508946160031348e-12,1.280150799188628e-12,0.9757724914752971
1.9855288524611988e-13,-7.815063417982959e-13,2.0678526744720833e-12,0.9096332504529431
6.876525811753374e-14,-2.8253271746280163e-14,1.6672057105948365e-13,0.9418266061463847
9.887776434853631e-14,-2.0779451276023013e-14,2.1823587265109153e-13,0.9815063503736129
2.441562424533966e-13,-5.512471290745574e-14,2.3098719630359415e-13,0.9921132906738214
-3.354027605316508e-14,6.322132744729332e-14,1.1240423615578015e-13,0.9656939888575337
4.343393978791631e-14,-3.503017559627099e-14,5.040745676017054e-14,0.9524773708097437
2.0174565552643953e-13,-9.788640414596617e-13,6.538792312112924e-13,0.8842847834267146
1.9130369246179617e-14,-2.6438334356797997e-13,3.7905718914131494e-14,0.971651479587591
-3.6671586093980217e-16,1.993477248757218e-15,-1.7959650717399506e-15,0.8317889656812626
3.14282949058009e-14,2.741572514800306e-13,1.8635029036901514e-13,0.9310702509883776
7.221670069394553e-13,-3.527107627259712e-13,7.11712774959562e-13,0.5094282862320842
1.3985719598835337e-12,2.1409206345986124e-13,2.2772994145729654e-16,0.6822754640033799
2.3060402650944053e-13,-1.2104244761177587e-13,9.641456193526897e-14,0.9770970389573724
9.110042124186516e-13,-8.672386552687131e-13,2.2893446511672944e-13,0.8543931360689234
2.274018024139001e-13,-2.835533490617974e-13,3.413635181256527e-13,0.9854594141083626
-4.932874955451056e-16,-2.580599324609615e-14,3.4451294876318318e-15,-0.25465549511716645
-3.007205050760067e-13,-3.6362742312199846e-13,5.372298004179334e-13,0.8972632339101839
-8.456591530804403e-14,-2.6833854756986502e-14,-2.027771713059784e-14,0.3635280079952262
-9.024295567068974e-16,1.2827521665436771e-15,-8.749701296852333e-16,0.5725977984850814
3.2160689678514095e-13,-4.208420713098711e-13,3.6628371906574354e-13,-0.07730523247962906
-2.1437429000290727e-13,-5.433994136429617e-14,2.187891889096009e-13,0.19474250071363142
-1.7413420536816828e-13,2.279740758678815e-13,1.776117263367313e-13,0.9889406025026629
3.146078244312165e-13,1.6856452654968104e-14,-3.8734651767052993e-13,0.31040434044576837
1.7031379672734354e-13,-2.922569061634623e-14,5.5471178788633775e-14,0.9829734928584237
6.666508595123695e-13,1.5414379805871193e-14,4.281815447337381e-13,0.768439450980309
6.243457146725256e-14,2.94517356392232e-15,8.641800296979684e-14,0.9537471840917011
6.258652101562202e-14,-1.7831225832710529e-13,1.8550810061480057e-14,0.863828242615216
2.2212693535963034e-13,-2.7653320303045565e-13,8.744507958467012e-14,0.7531067988767697
9.585078169279718e-13,1.349391953745633e-13,-1.8765914613090933e-13,0.9054995184194969
-4.2312594397246716e-14,-3.617461930163286e-14,4.637832590858933e-15,0.980523223683144
-3.134239810552543e-13,4.349328726043383e-13,-1.3955231658744796e-13,0.6808905662093864
1.7045110622349074e-16,-1.5082833372298103e-14,6.563095085743514e-14,0.972104835199152
6.035823192259387e-14,-4.451728539562162e-14,1.0877074292758232e-13,0.9733617228884117
2.4805081784056995e-13,-6.375480288832216e-13,4.34886441709053e-13,0.9919459857412104
2.1922020548315833e-14,2.5404248824606046e-15,-3.255011632276679e-14,0.8609190723441558
8.789436732176908e-14,5.932900887009115e-15,1.6038772231702546e-13,0.9801503401824805
9.582890552884465e-14,-1.7140358778593826e-14,3.498089899824862e-14,0.9451992950878274
7.0184049962098165e-15,-6.253464178440252e-14,1.3826643129862318e-13,0.9856791293104487
-1.2371824676161446e-12,1.3252937050695709e-12,-6.558003994659744e-13,0.6250090290786814
1.0746996651476186e-12,-7.302754933726931e-13,-5.745106970760639e-13,0.7257418930784277
-9.230698915654453e-15,-5.8724744711103664e-15,3.983713289887311e-14,0.9815270747088007
2.8943773302626257e-14,-6.680532041221224e-14,1.048436623408534e-13,0.9331567627213828
7.170822886555041e-14,1.1028116743362867e-13,1.1169777924012686e-13,0.9704644884817583
1.1557604926592145e-12,5.351341618271726e-13,-3.23793392782703e-13,0.8084681571059595
-2.510005568590594e-15,7.317091432949e-14,1.2606262275664864e-13,0.9039439391686579
3.685234616133467e-13,-3.086028736397601e-14,2.4700431108896076e-13,0.9618443541829239
-1.0372832109086115e-13,-7.376516371616923e-14,2.265628385701704e-13,0.9596380839440911
1.4695081361750188e-13,-1.9991765372724446e-13,2.8672692428075356e-13,0.9796520520297245
5.015208640791381e-15,-1.3030448280376036e-14,2.56671170409041e-14,0.8876413264810799
-9.147233741254644e-14,6.119891215056169e-15,5.645864875278373e-14,0.9330870830753517
1.7062946694236895e-13,-1.1954945648194247e-13,7.765674884743057e-14,0.9507383155453007
-2.5056312355685127e-14,3.425697511734135e-14,7.347214680780864e-14,0.9113659164482024
-2.368068602568307e-14,-3.158277203110464e-14,1.6428259977971984e-13,0.925856137113191
4.8089478861988386e-14,-4.5720721238798504e-14,4.3111876308549844e-14,0.9344852278483133
-6.820746536420435e-14,-4.604677211578175e-13,-1.2978181378393528e-14,0.7132243136930527
-2.032040355662725e-14,-1.4618712167382642e-13,4.077376075647065e-14,0.7755354375981488
1.3635211177120437e-16,-3.1856774005063846e-15,-5.120677023648709e-16,0.22256629092352775
8.015502138188646e-14,-2.957024369659661e-14,5.207147054769347e-14,0.9034117161776419
7.306537022685129e-14,-6.181369103297798e-14,7.038388509606422e-14,0.9783980770063687
-1.7023207582655006e-15,-3.359693966683923e-17,4.9477047311574965e-17,0.7546353603711196
-7.49390262343902e-15,8.978436752029053e-15,3.002731608920094e-14,0.9686946364557999
4.4346512269235404e-14,-1.0167465292650675e-13,1.2298127861324586e-13,0.864863475291695
-8.314059457484256e-14,-5.766897079833926e-14,6.261267108922461e-14,0.17442328013996156
3.416583121571959e-14,-3.590681756896529e-15,-1.183804351159472e-14,0.9373613015704786
5.016954883880916e-14,-2.8410390651185872e-14,7.559761964652445e-14,0.9541437679624504
4.753283238210392e-15,-1.9009304185168265e-14,5.9661214768521394e-15,0.6786808252392817
2.318428413131168e-14,6.698679781231561e-14,-2.5660861165846295e-16,0.9591565292190578
-1.7013867429742526e-14,-3.585720385498795e-14,9.243512034218466e-14,0.924553315112507
4.3385898095844687e-14,4.1445673154743024e-14,2.1635033598233776e-14,0.8442400578640241
3.870586189616837e-14,-9.850130580718806e-14,7.214396788683535e-14,0.7674194986068241
1.2835094668837254e-14,-4.280569887653461e-14,1.2563967103258393e-15,0.9227479150077058
1.8566255020589898e-13,9.2618595913321e-14,2.0966142492880938e-13,0.9255731236360696
8.639350086041695e-14,1.0223014870452574e-14,-4.4287075857039695e-14,0.7297820622389749
1.599334556119835e-14,-4.2435227300612375e-14,-1.0339734668660275e-14,0.8055027786243095
-2.0296018605890623e-14,-1.8012544592215568e-14,4.417920033736611e-14,0.8793977978864054
-1.3876407661700497e-14,-2.9347440982911477e-14,2.72365473314624e-14,0.9310466147011668
-3.200738881849369e-13,4.31924133098406e-14,8.96497241097319e-14,0.613284158975886
3.6000038351055766e-14,5.3016445913080235e-15,1.0497780888896204e-14,0.905368576256382
3.239223244998597e-14,-3.131187391206749e-14,9.749742521467165e-15,0.9626577737530021
6.788867607403978e-15,-1.324378115622045e-13,1.1322771890239905e-13,0.905600257532565
1.3181095278495886e-13,7.175155728106144e-15,5.74872875528814e-14,0.8933588593739115
3.2855791961593105e-13,-1.3696220475942686e-13,-1.5447128434060226e-13,0.5807703407574927
2.7606636494576952e-14,-2.98904123512728e-14,-1.6565940327977972e-14,0.3291472571651253
-2.402081242229754e-14,-4.136869295761837e-15,4.3069110207273855e-14,0.9580613983070178
1.4430206785678983e-14,-4.129020136648629e-14,3.594423346722185e-14,0.964096929315709
3.589933831187151e-14,-2.5879789858671347e-13,1.292144381616383e-13,0.7366181980832267
2.060875168619721e-14,3.1599719928446053e-16,3.738384533302601e-15,0.9638236530710731
3.445891601372855e-14,-5.864319763626834e-14,1.8827269983067936e-15,0.9438016007576436
9.946839321665362e-15,-1.3261439013366825e-14,-1.7459139420494363e-14,0.9034848795869181
4.9169120419756076e-14,-6.750136365513142e-14,1.3925994617241354e-13,0.7767752514985358
-1.3803692902639249e-14,-1.2852917387745161e-14,2.2107471368467725e-14,0.8137228392476903
-2.6619457122145065e-14,2.1112906394985456e-14,4.639802626838497e-14,0.9427790908038882
6.946169225773204e-16,7.497321755441816e-15,4.878671206307625e-16,0.64886048231794
3.32540919783727e-15,1.3182852092688644e-14,8.250558991257934e-14,0.8409487025792048
3.2774752375657366e-14,-1.0095274769339821e-14,8.425560451247204e-15,0.7959157600459033
-1.4131210296183871e-14,-2.3011183154576612e-14,9.149496259974792e-16,0.9519489007883007
-2.9236069941428773e-14,-6.63660067111169e-14,2.5593587931111824e-14,0.8778301037401841
7.540630003591993e-14,1.1679717749096982e-14,-4.002464135896618e-14,0.3935984280721134
-7.332233804610996e-14,2.2657383772436448e-14,-1.1192921118083022e-14,0.9826346299925947
2.8466750926553283e-13,-1.4578852258858245e-13,6.510122853955752e-14,0.9107977084250262
2.4104763265283775e-14,-4.3014508022364106e-14,2.202054941603967e-14,0.983122308988351
1.0156194212065964e-14,7.71514488474294e-15,1.2824366187248809e-14,0.6018524828459195
-5.071645479758459e-15,-1.8272161581884992e-14,7.377489890627405e-15,0.6217965931255647
-3.893282812891633e-15,8.525904768812692e-16,8.154981553688526e-16,0.352501923794445
-1.2694788294647621e-14,-5.832539972310998e-14,8.904609807838659e-15,0.8024085897209708
-1.2924055740499406e-14,-9.38615366536525e-14,2.100936576746356e-14,0.6031060326483555
-4.900092159026881e-15,-3.0713798604465306e-15,-1.3665456856813247e-14,0.6637922260479253
-9.988965848703185e-15,8.359229477446267e-14,-6.455109962154234e-14,0.7684257563057422
-3.458384144228842e-14,-3.398198882491698e-14,8.723417983550866e-14,0.8815137251445104
5.854966371604364e-15,-4.994772843493986e-15,2.5719251119004687e-14,0.9002684447460052
1.1756724742051898e-14,4.5188004270356574e-14,8.253840495101282e-15,0.6539705553228037
2.710196793417338e-14,-4.876525327425104e-13,-6.890001149152313e-14,0.824735568880108
1.1491874164363991e-14,-1.7305441466033878e-14,4.902143319932071e-15,0.9387678490915583
1.1123136731918251e-15,-5.302506916894224e-15,1.5574151588600948e-14,0.8584326198240958
-2.5930252575449644e-14,-5.298633514369343e-14,6.620258272826013e-14,0.8289295395388488
4.8738614539050056e-14,1.2874041722449696e-14,2.929222904788874e-14,0.9274053708458994
2.6898383236567687e-14,-6.34029196156244e-16,7.64177587539737e-15,0.7662092817164552
-1.0199935353912902e-14,-4.238508161979764e-14,3.8436061405960646e-14,0.8567092061347239
-2.809288902051661e-13,1.6605330510382193e-13,6.182452878024186e-13,0.164604155076844
1.8398925849703936e-14,-1.939723149560725e-14,7.77477741765381e-15,0.7155649851508901
-1.0879443465709759e-14,-4.273436307777681e-15,9.880172763859259e-15,0.8492176222615921
-9.256872500927099e-16,1.7226209869305344e-16,-1.3359120551892762e-16,0.8059978990596623
1.6085109952870595e-14,-6.03342279619499e-14,-6.932455136444272e-17,0.8942570290417047
-1.890006642902296e-14,9.775296999749197e-15,-4.966768748152398e-15,0.7752683342910311
-5.5483020791157784e-14,-3.627764282663459e-14,7.521295243295385e-15,0.9328396658910076
1.8241205664942463e-14,-4.73072473921088e-14,3.405525078743778e-15,0.8029274539870778
-4.3564704863010254e-16,-9.679870761025808e-17,9.080643375554085e-17,0.26586395604698365
2.078224928758954e-14,-3.528033430837103e-14,-3.8419732664423886e-15,0.7978791857259893
-5.967594300630689e-15,6.21651453077557e-15,-9.415889134852305e-16,0.14681276433501345
2.7948879313298182e-14,6.9110549194911895e-15,1.7945725885255686e-14,0.9039608233053374
