mx_iterative,my_iterative,mz_iterative,r_2_iterative
1.4673256451294966e-13,-4.637208524357084e-13,2.3409236042672366e-13,0.9993542230712039
3.1663788643512375e-13,4.437691876547029e-13,-6.670850569155038e-13,0.9996063302111855
8.73601529807114e-13,-3.734750639751093e-13,-3.2632322221326654e-13,0.9991997726830812
-2.932058198877283e-14,8.374089617435338e-14,-6.68724834984259e-14,0.999842790230382
5.300599284753087e-13,4.803626347350803e-13,-3.222533791458231e-13,0.9979263648698756
5.605595424391311e-13,-6.024950174127258e-13,-2.0285462443145425e-13,0.9999105006840614
-6.351259820233829e-14,1.2390273196389019e-14,7.828726958026315e-14,0.9998293586859024
4.076206466130202e-14,3.995978210957326e-14,-1.0840838728936796e-13,0.9995386453000094
-4.1757564370986756e-14,-1.1375034909513948e-13,-7.298049104259852e-14,0.9997443801189462
-2.4663424358095234e-13,-1.832800985005256e-13,3.6129440049466177e-13,0.9984053202139586
-2.124011929756579e-15,1.1749288405001916e-13,-3.757213583684037e-14,0.9999266427764094
4.9587209503303674e-14,9.203143946692138e-14,-1.233463782249568e-13,0.9998850570150276
6.8345806150383e-14,9.935323640551056e-14,-8.553023196621346e-14,0.9988094407031037
-2.251323543885104e-14,-5.5301035432719834e-14,-4.894539657420503e-14,0.999676457167687
-1.4075514089896066e-13,2.086391880968777e-13,-2.4678883628611703e-13,0.9935370823150452
8.259396938017427e-14,1.390512002645138e-13,-9.037801373539578e-14,0.999970125351482
5.503191919561931e-14,5.046753448038044e-14,-5.982603130653071e-14,0.9714252604967061
2.0143451567010945e-14,6.055275028751015e-14,3.3988720715699173e-14,0.9990108519758455
-4.15494829524263e-14,3.040050085329055e-14,-1.706413984605543e-13,0.9997060412657847
5.1283317799494586e-14,1.294859235903342e-13,-7.99828730923108e-14,0.9974264184087349
5.991423471480675e-13,-2.5221466241562784e-13,1.478666098674995e-13,0.9773035384406117
2.0242835272257869e-13,-4.2272033355445034e-14,-1.4704987556673062e-13,0.9999240245567905
9.976037229452105e-14,1.5313659753997892e-13,-7.481167502537043e-15,0.9992517131917437
4.681900158736327e-14,-3.9171951407949485e-14,7.160324111398175e-14,0.9872896287841212
1.5526933109733469e-13,9.774220400399815e-15,1.8749740864379647e-13,0.9994101755159994
-2.3267837804872364e-14,9.856691524741121e-14,4.209530313744727e-14,0.9936787595372519
7.729480059468625e-16,1.0104444129124738e-13,8.021842991335423e-14,0.9998934530890049
7.960383726624046e-15,3.763800292851655e-14,-5.517577647637955e-14,0.9994816047907298
7.065540472993271e-14,9.944764432212011e-14,-7.733313226344223e-14,0.9999195622675561
6.708235144759258e-13,5.30679622228438e-13,2.552403956777638e-14,0.9993123263105926
3.186893351172465e-14,2.3163690451402772e-15,-3.062266043801038e-13,0.9979940125369824
-7.975318543400949e-14,6.843226108090528e-14,7.873227774635743e-14,0.9900039947944334
4.9598718259114354e-14,-2.7948161050527333e-14,-5.24460181183498e-14,0.993427043852534
1.0171011723531737e-13,1.981435396264978e-13,1.9429947013116424e-14,0.999798862427237
1.0952167893626076e-13,1.264445064723015e-13,-3.126689107671945e-14,0.999754799707247
