xmin,xmax,ymin,ymax,xc_standard,yc_standard,zc_standard,mx_standard,my_standard,mz_standard,r_2_standard
2033.016822404455,2102.983177595545,491.416822404455,561.383177595545,2063.357413494206,531.2898225505783,-7.637756520443873,6.693807867528951e-13,1.7240649309702665e-13,4.7009815167263454e-15,0.8992010024704749
743.4941141147142,807.5058858852858,132.49411411471416,196.50588588528584,776.5620549913632,165.89899431362667,-1.5437946314557536,7.710879071427164e-14,-2.4737416411012872e-14,9.616352550926431e-14,0.32102274878602066
2097.88057266601,2132.11942733399,1284.78057266601,1319.0194273339903,2113.1164806923853,1302.2224479889205,0.01893290331253128,-3.9140678921856e-14,-9.573644845293923e-15,7.449919452270005e-15,0.9180845584839996
1971.4486975352324,2023.5513024647676,787.0486975352325,839.1513024647676,1996.7147380700449,812.1770732358026,-4.2787415515046545,-8.996778870774902e-15,7.749256689229545e-14,-8.588617719983654e-15,0.33104260902667926
1397.889530694196,1473.8104693058042,1158.189530694196,1234.1104693058041,1436.0145969091816,1193.7943733016618,-8.534659904464384,7.151709387603436e-13,-8.594654856969706e-13,4.2423727705467747e-13,0.9780642583753021
777.6486975352325,829.7513024647676,354.64869753523243,406.75130246476755,803.4288656679145,381.8978979764998,-5.322275411655234,2.4293281362263324e-13,4.819228587457442e-14,-1.1259291312546145e-13,0.9448824422997648
1736.4486975352324,1788.5513024647676,725.9486975352324,778.0513024647676,1763.7043930390394,752.557681435771,-5.857575100539182,7.136096092774728e-14,-2.2581704463765807e-13,-8.845373448031082e-14,0.98896592809088
365.93057266600994,400.1694273339901,69.83057266600991,104.06942733399009,385.5413800467985,87.88849680806472,-5.240327925568403,3.530124546003075e-14,1.7719759255750887e-14,-7.202391833786546e-14,0.9293474382206763
718.8986975352325,771.0013024647676,876.3486975352325,928.4513024647677,743.2215399939586,899.2930965201599,-10.765263420546288,2.687182829549502e-13,3.1164086845774536e-13,2.8944077683139446e-13,0.9956641775955044
949.8259892454917,995.9740107545085,517.4259892454916,563.5740107545084,972.2282334011717,540.3966692572118,-8.879391837449944,2.2660127134555424e-13,1.176065366165882e-13,4.837123417514668e-14,0.8916792442367849
325.1941141147141,389.20588588528585,597.7941141147143,661.8058858852859,353.29961449297787,628.0460628490154,-16.094891290895795,-5.261742775293464e-13,-6.051841042677812e-13,-7.286179984211741e-13,0.9888573799376599
782.507864376269,810.7921356237309,1236.057864376269,1264.342135623731,792.8950587127854,1251.8853266462972,-5.5053683258757005,-7.623914200913413e-14,1.8200425484520454e-14,-4.5457799969689043e-14,0.9934951203420173
834.6759892454916,880.8240107545084,893.4259892454916,939.5740107545084,858.9837777588228,917.7575497837734,-5.779668890915127,1.217636260318823e-13,1.3286279422553588e-13,-5.815797335003086e-14,0.9683825948722594
1305.3032809557508,1345.4967190442494,348.85328095575073,389.04671904424924,1328.2875157827973,365.65754057510566,-10.913484826528931,1.523675693582293e-13,-1.6750282811022133e-13,-1.2120517770456068e-13,0.9739987985240542
2163.053280955751,2203.2467190442494,69.20328095575076,109.39671904424924,2180.2088311595166,88.26779580371324,-0.12628928539444928,1.180937547209538e-14,1.282333978633253e-14,2.3864210816141452e-14,0.6058224614323298
928.2078643762691,956.492135623731,622.7078643762691,650.992135623731,939.6595930487703,635.540164761354,-3.9970325453129028,5.425386847361862e-14,3.290361148227865e-14,1.925040542897735e-14,0.9197103101532508
2035.0578643762692,2063.3421356237313,1332.407864376269,1360.692135623731,2047.6260241123248,1348.5014239699278,-6.197519464720035,-1.9713071942449354e-14,5.812640271799928e-14,-3.7820017337091315e-14,0.9929931026305184
1799.43057266601,1833.6694273339904,419.98057266600995,454.2194273339901,1818.9930264646277,436.2164171001501,-5.3716436790330535,-1.1182535089855459e-14,-8.945191977352652e-14,-1.9893757724426418e-14,0.9430628525131133
1035.989530694196,1111.910469305804,1052.439530694196,1128.3604693058041,1070.4935998576743,1087.5856926518131,-17.670523962303758,1.275460424918042e-12,1.0421152453785832e-13,-6.073034442353137e-13,0.804596831756907
477.0078643762691,505.292135623731,542.8078643762691,571.092135623731,491.3162963438792,557.6454687509522,-2.8422393597649167,3.4287633596721795e-16,-9.197527368424607e-15,2.5230886006600278e-14,0.9697379559446507
1792.3805726660098,1826.6194273339902,1216.6305726660098,1250.8694273339902,1812.3960676513825,1234.4748905567212,-6.656135011667495,-1.1252069738184658e-14,-5.187166174772703e-14,8.004955033460213e-14,0.9590407749406914
1897.5032809557508,1937.6967190442494,1333.5032809557508,1373.6967190442494,1917.6974576836594,1359.9390802265925,-8.359325633068156,-8.938415220704815e-14,-2.1027840583302716e-13,-1.5198240935137077e-15,0.9026955186924884
135.6305726660099,169.8694273339901,734.8805726660099,769.1194273339901,152.55571874980484,753.1534521417519,-2.941221599979704,-5.9231832513628956e-15,3.1089519215633495e-14,-3.3125929702573394e-14,0.8755654980548057
1656.707864376269,1684.9921356237312,860.0578643762691,888.342135623731,1668.8802330875094,875.1752837904472,-5.978271367972899,2.1087361000469227e-14,-3.561315663856603e-14,4.6249235336140975e-14,0.9276896687370535
