xmin,xmax,ymin,ymax,xc_standard,yc_standard,zc_standard,mx_standard,my_standard,mz_standard,r_2_standard
1521.3441141147143,1585.355885885286,141.89411411471417,205.90588588528584,1555.1103316824713,165.0646697322147,-3.8586351353243655,1.4279868379835237e-12,-1.846161271866129e-12,1.3764218980704976e-12,0.8447567907344136
493.44848872238185,611.0515112776181,674.3984887223819,792.0015112776182,566.1171979686096,729.2465415917994,-11.091624726679962,9.448264433430128e-12,-5.334338137086765e-12,4.334645599651268e-12,0.465461866112029
1098.5032809557508,1138.6967190442494,499.25328095575077,539.4467190442492,1121.8349699868988,518.7532953159413,-7.540009447960172,1.2437631541919901e-12,5.6778517719762434e-14,-6.040213716869097e-13,0.9092325037183572
1605.4759892454915,1651.6240107545084,721.8759892454916,768.0240107545085,1629.479417712907,746.6631405280605,-4.996706031678292,1.124907511562311e-12,-2.6739936107174053e-13,-1.294710041014113e-13,0.8583678482478642
1106.1805726660098,1140.4194273339901,781.8805726660099,816.1194273339901,1123.055892881486,802.8366033317172,-6.802851212541409,3.6875195261110807e-13,4.18850989113482e-13,-4.816586549819923e-13,0.8854337749208532
1163.207864376269,1191.4921356237312,984.607864376269,1012.892135623731,1174.5870226954476,999.9519303186202,-4.389165840595206,-2.442921276425696e-13,6.291267026214413e-14,-2.535603452620249e-13,0.9025312809228303
1267.8530721429001,1373.5469278571,83.45307214290014,189.14692785709988,1323.848863789934,144.68696799778783,-10.112816253734684,6.304310854084265e-12,-3.950803756824025e-12,-2.6112212337803644e-12,0.4134372114391974
1139.389530694196,1215.3104693058042,385.0395306941959,460.9604693058041,1176.6206674475002,425.6716598017613,-21.982974669203713,1.092603015001295e-11,-7.094607692847679e-12,4.782766350646625e-12,0.8808025955964858
402.425780432641,514.074219567359,449.425780432641,561.074219567359,446.8214534980299,483.22656195223067,-10.402580456382085,7.398049870658032e-12,-1.1637420095723618e-12,6.031325269212522e-12,0.5585933665787415
364.2078643762691,392.492135623731,420.60786437626905,448.89213562373095,372.12975235031513,443.0168029558844,-4.378857551518843,3.492716849718813e-13,-1.43618229719377e-13,7.979568440456045e-14,0.36330349532347905
1227.5941141147143,1291.605885885286,224.1441141147142,288.1558858852859,1256.7730666070358,248.25712182905264,-6.241977551386372,-2.7264872880198314e-13,-1.9746395088993606e-12,-3.0778390760157204e-12,0.8445411758581878
432.35786437626905,460.64213562373095,1177.307864376269,1205.592135623731,444.63762213525143,1190.824977324941,-2.71493432005222,2.013176846338354e-13,6.363011595534639e-14,1.9538723511013332e-14,0.9960897245797639
447.39411411471417,511.4058858852859,506.14411411471417,570.1558858852858,476.81177082199497,511.29917559657486,-19.063104403660713,3.0779352539809652e-12,2.1357048731665827e-12,6.5601364619792554e-12,0.6017442806202956
1466.8259892454917,1512.9740107545085,684.2759892454916,730.4240107545085,1497.9557909793716,708.849556538836,-23.710085438664017,-8.617151479381032e-12,1.180199934990643e-12,4.746989484750836e-12,0.830486948648447
528.7078643762691,556.992135623731,279.60786437626905,307.89213562373095,542.780680903776,288.9202381722269,-3.974186022521513,-1.0456118560457047e-15,2.781907588625547e-13,8.095023345074726e-14,0.876085481396417
1922.257864376269,1950.5421356237312,636.8078643762691,665.092135623731,1932.3887484132301,653.1594677962493,-7.092267637633836,3.385796400285376e-13,-1.4421129123979031e-13,2.832857487625969e-13,0.8250171487650357
1738.957864376269,1767.2421356237312,237.30786437626907,265.592135623731,1752.6474134978553,251.2603064249365,-5.873620988129398,-2.9638777172554424e-14,3.691497814240253e-14,2.9968539212506197e-13,0.8908162769379668
1447.557864376269,1475.842135623731,780.1578643762691,808.442135623731,1460.5024253721792,792.2972639550135,-2.432028874420728,2.279526815099981e-13,-5.36148537381462e-14,-5.4698035689746285e-14,0.9169847368796795
599.2078643762691,627.492135623731,876.507864376269,904.7921356237309,612.0630158034181,885.8189725691898,-2.664117604965482,1.200176081521599e-13,-1.617077969297696e-13,-5.023118832942961e-14,0.5258211892402411
662.6578643762691,690.942135623731,232.60786437626905,260.89213562373095,676.7992302279808,247.27243366310086,-5.178740917673074,3.341471821785296e-13,-1.469268218939621e-13,1.4366598116167902e-13,0.9295776988404685
438.78057266600996,473.0194273339901,394.1305726660099,428.3694273339901,454.4194483063864,411.9584769913935,-11.80979066983302,1.877566775928789e-12,3.5096239008043346e-13,2.1852032437550113e-13,0.9833974050429046
521.6578643762691,549.942135623731,397.10786437626905,425.39213562373095,534.4603590392456,415.15606674267974,-5.691212485347963,3.0213105608674675e-14,4.813220135892027e-13,-1.1998831429426636e-13,0.9243705033534728
