xmin,xmax,ymin,ymax,xc_iterative,yc_iterative,zc_iterative,mx_iterative,my_iterative,mz_iterative,r_2_iterative
1368.987343390362,1418.112656609638,715.687343390362,764.812656609638,1388.0000628851335,740.6714554766447,-11.234688891638918,4.898746181461115e-12,-1.0063124457350303e-12,1.3205710783824473e-12,0.9456696970666848
1774.207864376269,1802.4921356237312,65.75786437626905,94.04213562373096,1787.7382294698564,79.88799313478508,-3.814822013091075,4.949209407014585e-14,-1.2743538182341044e-13,4.095269099406409e-13,0.9964590605277798
1070.041091559478,1369.2589084405222,538.941091559478,838.1589084405222,1240.7637975995196,681.1956745472557,-13.42702679025336,9.905026293357185e-12,-9.596521650496305e-12,2.6298689034093555e-12,-0.00581412622478461
1508.657864376269,1536.942135623731,813.0578643762691,841.342135623731,1523.90589907576,814.3913880867343,-10.900837964531942,-5.56461576407681e-14,2.914598223227371e-12,1.6346714535174791e-13,0.5288331265423198
2077.357864376269,2105.642135623731,1276.007864376269,1304.2921356237312,2088.8149951555197,1289.6411059910165,-5.668035025146727,3.436939115987745e-13,-7.585692582676514e-14,2.840036623639684e-13,0.9389519080555313
2206.607864376269,2234.892135623731,1008.107864376269,1036.392135623731,2219.9616345278455,1021.0056944151686,-2.836993601509619,1.4129215187386913e-13,5.3851486642426204e-14,1.6356402459624533e-13,0.9959635861696357
1544.2168224044551,1614.183177595545,127.16682240445502,197.133177595545,1573.4069111912142,155.33982373098473,-27.26839326458003,1.5123603395729552e-11,-3.4862421615022045e-13,4.452532917558826e-12,0.9192516190445715
1395.455259446734,1527.944740553266,838.5052594467339,970.9947405532661,1450.700394495473,905.9710293505952,-47.586355862802534,6.670396983451403e-11,-1.4067687850755296e-11,2.5739816450553535e-11,0.6858941787488068
2119.657864376269,2147.9421356237312,1207.857864376269,1236.142135623731,2129.407957752906,1219.3566681069926,-13.860087667357734,7.53095767405009e-13,3.9071055370411577e-13,1.1440083188540534e-12,0.9817474551923381
1365.307864376269,1393.592135623731,857.7078643762691,885.992135623731,1381.5853928441481,876.7634180055209,-6.94912371559952,-1.0708521500636526e-13,3.937387650834176e-13,-2.688348106688354e-13,0.9633206661240881
1511.007864376269,1539.2921356237312,853.007864376269,881.2921356237309,1522.8768632141287,870.694039097154,-15.5916927755914,-7.236284968256614e-13,-2.413998569700716e-12,1.4265605283966306e-12,0.8957240447131013
1856.457864376269,1884.7421356237312,30.507864376269048,58.79213562373095,1876.286166779946,47.89028213034967,-15.776003826222416,-1.614257681960669e-12,4.238048912983221e-13,1.5215710131736046e-12,0.969937011052838
1562.707864376269,1590.9921356237312,1099.757864376269,1128.0421356237312,1579.4299914539638,1112.962630039463,-3.0598702014520405,1.3538238690546438e-13,-1.0909705653461622e-13,-5.295193994894665e-14,0.9972836392228815
1106.807864376269,1135.092135623731,453.5078643762691,481.792135623731,1119.2484190562388,467.193667801664,-5.709235867519749,3.2861136121243146e-13,2.938835214472858e-14,4.9375778053466875e-14,0.9903564153845729
827.1578643762691,855.442135623731,857.7078643762691,885.992135623731,839.1437713368298,873.5737860961725,-8.808463271840939,5.88765410743699e-13,-3.547853957456588e-13,4.1174666345017116e-14,0.9880690383343362
1449.907864376269,1478.192135623731,956.4078643762691,984.692135623731,1460.4861587817948,965.0951054491733,-5.026314684353588,-7.850114502260237e-15,-3.199551134635039e-13,-8.215272807804995e-14,0.9013742516001353
