xmin,xmax,ymin,ymax,xc_iterative,yc_iterative,zc_iterative,mx_iterative,my_iterative,mz_iterative,r_2_iterative
572.1032809557508,612.2967190442492,1159.6032809557507,1199.7967190442494,592.8559236475074,1178.6568219944368,-5.340925966629055,1.5709138980191838e-12,-1.7269831660479416e-12,-2.7088717193920126e-13,0.7351239396655369
901.1032809557508,941.2967190442492,1122.0032809557508,1162.1967190442494,922.8096231998201,1140.7448482639566,-7.494372444545173,1.8881696041271023e-12,-6.7553550064892294e-12,-8.432977900907818e-13,0.9830468892248637
603.2805726660099,637.51942733399,1000.43057266601,1034.6694273339901,620.7600755767223,1014.4045054221131,-10.0976589581276,-3.4489561884334524e-12,6.019031030557472e-12,6.83191345429627e-14,0.9485589266713292
647.93057266601,682.1694273339901,1329.4305726660098,1363.6694273339901,666.4189902433388,1344.3789501424505,-2.350044724708947,-9.41986325066316e-13,8.500162392234146e-13,2.1161256838227688e-13,0.8586799736559647
206.59869753523247,258.70130246476754,549.6986975352324,601.8013024647676,231.70710695371898,569.6908951663049,-10.92219226584513,-9.315008277881314e-12,-3.545479268867732e-12,-4.9070021437844845e-12,0.846979379230395
323.3122389839367,405.1877610160633,1014.2122389839368,1096.0877610160633,359.0038713398943,1050.691814752574,-6.788858237674774,1.2673319268592727e-12,8.952444093148137e-13,-3.5985701713988843e-12,0.09761374978086157
841.7259892454916,887.8740107545085,1351.6759892454916,1397.8240107545084,866.4795256510981,1381.5129745222587,-9.21936435386471,-6.019362443018438e-12,5.513851863864546e-13,4.894760026339143e-13,0.8074490181679299
842.3532809557508,882.5467190442492,990.4032809557508,1030.5967190442493,863.1489314560116,1007.057785112303,-6.661635332058441,2.2275418336436503e-12,1.3391365369745787e-12,1.1294285080299547e-12,0.8307437386724963
1118.3986975352325,1170.5013024647676,622.5486975352325,674.6513024647676,1142.5048510219474,642.5479368745657,-15.594470287452593,-7.21576590531642e-13,-8.862203116897897e-12,-4.904130116962335e-12,0.7928763982580878
54.475989245491604,100.62401075450839,898.1259892454916,944.2740107545085,78.90006910227739,920.0730019981427,-19.49802509190941,-1.4225196735069854e-11,-1.94298654349963e-11,4.346357599694474e-14,0.8294069856917696
2112.607864376269,2140.892135623731,1057.457864376269,1085.7421356237312,2127.2095614889668,1070.6866844278293,-7.142160209921351,-1.2856655942799277e-12,-2.636726640946159e-12,-1.7039085214483753e-13,0.9806529835696982
37.55786437626905,65.84213562373095,232.60786437626905,260.89213562373095,52.2313681603145,246.0107054351254,-6.659538421638441,2.0933955917123557e-12,-8.012889814375224e-13,-7.178878610124763e-13,0.9785044338413479
329.4259892454916,375.5740107545084,1245.9259892454916,1292.0740107545084,354.45389563875887,1273.053376742754,-9.290598829255142,5.5379842822711274e-12,-5.116576961527331e-13,-7.481753965351765e-13,0.7795565045522761
1536.857864376269,1565.142135623731,227.90786437626906,256.19213562373096,1549.3656542587748,241.6358693132416,-2.9866000519020806,4.285880258320737e-13,-8.426367312464656e-13,6.140989416764098e-13,0.8213338767942693
281.9578643762691,310.242135623731,1174.957864376269,1203.2421356237312,295.81453685815916,1188.629953359395,-7.587938120777873,-2.606535143073004e-12,2.1295366516672495e-12,2.482841354078099e-13,0.9744836081523613
1085.657864376269,1113.942135623731,54.007864376269055,82.29213562373096,1105.5785900331282,69.95425352790575,-5.363087796864505,1.1104007704174917e-12,2.8888520911632683e-13,-1.1872242975656833e-12,0.839829692884428
205.97140582497332,264.0285941750267,753.5214058249734,811.5785941750268,225.76730197772594,786.0583505419721,-7.203071055796222,-1.6237439401649697e-12,3.837936104907366e-12,1.3423943670704534e-12,0.6714575748189175
1725.3259892454917,1771.4740107545085,200.17598924549162,246.32401075450838,1753.5936991828273,226.78898676716162,-12.900217211365808,-1.0890585381933021e-11,-8.223523685778937e-12,5.7596295339788726e-12,0.9608301899289192
236.6805726660099,270.9194273339901,1047.4305726660098,1081.6694273339901,250.18960672001728,1070.495383604824,-9.43362833622966,-2.6380330788124645e-12,2.8599238009333077e-12,-2.8165705709879982e-12,0.94163135487852
821.83057266601,856.0694273339901,1265.98057266601,1300.2194273339903,841.2928709121111,1277.6767287254336,-12.418354176097441,-2.1144361432361177e-12,5.503815642998833e-12,5.0743062635960255e-12,0.9930114462339609
1886.3805726660098,1920.6194273339902,1352.9305726660098,1387.1694273339901,1897.4846196242559,1374.3486374936006,-12.150405338093611,-7.335449892689018e-12,5.1307341790064056e-12,-2.333973551063473e-12,0.9615040854555734
216.15786437626906,244.44213562373096,1146.757864376269,1175.0421356237312,230.22896781947614,1157.9948704359024,-5.003877512837917,1.1755744863518503e-13,1.3752524000285547e-12,6.328968053765012e-13,0.955719462067357
213.1805726660099,247.41942733399011,871.18057266601,905.4194273339901,231.95197072186613,883.181093642852,-18.32890796706236,1.984527232164855e-12,-9.408846563827016e-12,-9.090119023519055e-12,0.9777235581133151
116.20328095575076,156.39671904424927,167.90328095575074,208.09671904424926,133.20110977200193,194.8206549533268,-13.952256052325502,-9.192308884587914e-12,8.797398560396858e-12,-2.33233513933984e-12,0.9138498509659861
190.7759892454916,236.9240107545084,16.87598924549161,63.024010754508396,223.74089558138388,42.94889389766172,-15.258100177901694,1.1912959747368684e-11,2.8711009664466644e-12,-8.345193398659434e-12,0.7945058029961962
