mx_standard,my_standard,mz_standard,r_2_standard
1.1068438783081356e-12,4.6105655828192265e-14,-5.914815349819765e-13,0.9467623129589708
7.620739735698286e-13,-2.820707229256103e-13,-6.553389146750832e-13,0.9672637244818219
-3.359745403075849e-14,-1.3488532909456092e-13,7.925525398868702e-13,0.9020944099530924
4.1526509263242624e-13,5.472879826847816e-13,8.263766783834095e-13,0.986181257896436
1.2639145426887083e-12,5.480728202635143e-12,-1.5491093418668493e-12,0.648073513222213
3.2452368148026513e-12,-7.090650506755886e-12,-3.4040489577314604e-13,0.4034104169577438
1.4941393908869823e-12,-7.091703293873102e-13,8.085676894470622e-13,0.9101618424042494
-1.9700482194965104e-12,3.441002531444011e-12,2.836869657283422e-13,0.5068644745987791
-1.2303494777891617e-12,1.1909275274583972e-12,-5.847387984229362e-13,0.9324487116638478
-1.6344004463445966e-12,-8.748855286160308e-13,5.862961311713344e-14,0.9405610000036334
7.307435128441427e-12,-1.0784854161160616e-11,-9.952500449972737e-13,0.3343338239713921
4.028000886007398e-13,2.0692219174434477e-12,4.1021654880124305e-13,0.8962466299139698
2.0625982131312542e-12,1.2806504956284802e-12,-2.759387379973338e-12,0.9727021530203547
-1.431654296690318e-12,-9.075727989654057e-14,-2.7081768940323417e-13,0.8633105686575697
1.8177793495326688e-13,-4.1675111704148995e-13,-2.681685015403409e-13,0.422735246961665
9.33676024025177e-14,1.0106110358692545e-12,-4.886066263571156e-13,0.8520019232657632
3.305540085143546e-13,1.9704928569255985e-13,9.155950727881515e-14,-0.15630214673698695
9.875737613688085e-13,-1.5140775250807963e-12,-8.152541804171677e-13,0.9592691271238406
-1.5205704192896738e-12,1.023310080236417e-12,9.165522518414782e-13,0.8752441662753785
7.717159177122507e-13,5.718131739750441e-13,-6.048146966829361e-13,0.9434910382247615
2.0869364624129875e-13,-8.837973376104196e-14,-5.428264682174151e-13,0.8749863659776647
2.008921301768075e-12,1.8589791503111586e-12,3.1104555542689575e-13,0.7993103747679485
-1.4790989562915723e-12,1.1793143808384038e-12,-7.729166059483205e-14,0.7103173501250962
1.977753682283191e-12,1.0425668566818728e-12,2.365165601326236e-13,0.9339760681461705
2.665524855116178e-12,-1.7701198950166525e-12,1.9751559915819093e-12,0.4564584365029133
-1.61986246632324e-14,5.741945166877044e-13,6.817647823511866e-13,0.9722321060363565
6.680472635548113e-13,-2.7604579340277427e-12,-2.2837146423105305e-13,0.6896879191118854
1.114420889689065e-12,2.6780144916357324e-13,-6.355265629885955e-13,0.123959238679198
1.3913861481085564e-12,6.325775063322918e-14,-2.8927648657298766e-13,0.5945042037632218
1.3740799471595085e-12,7.513476803527027e-13,4.390664387561184e-13,0.875730065441782
-5.940167334172553e-13,-7.437070987502139e-13,-1.0187900139699231e-12,0.12394163067635511
-1.6736430574446797e-12,5.003266065370824e-13,-2.6784289478416015e-13,0.05674642974838362
-4.265610120395526e-13,4.817825113713459e-13,-7.733843527837072e-13,0.8756365234750006
-2.1342582816179545e-13,3.0920919529194515e-12,6.444208100767655e-13,0.4437145243382423
2.89508821933725e-13,-4.067990347592485e-13,-2.4575085871870123e-13,0.8957668678672916
-8.272717162861396e-14,2.5329488293329757e-13,-8.81101104651684e-13,0.9592871310457576
-4.991800572373734e-13,-6.002687836684485e-13,9.808627592808597e-14,0.7697097691916166
-1.4965063666143953e-12,9.601055568064033e-13,-4.0620371389465494e-13,0.6211826427121894
1.444019434776079e-13,-2.0908707871007844e-13,-2.922305518880898e-13,0.7777255376551065
-8.645167563797305e-13,-2.1977422684486766e-12,5.116352610188278e-13,0.6993890427404608
1.5006651892674196e-12,-1.766567301994882e-12,-1.3868371951307167e-12,0.6016165609321436
-1.7151961528000692e-12,-6.126426582672802e-13,-1.988525183957097e-12,0.46177559060859164
-4.904162447783236e-13,-3.3718681346237994e-13,4.472943548086179e-13,0.7148218094263046
-1.2015208531529893e-12,1.2338747982836233e-12,-1.5853285154067363e-12,0.5958873898555321
7.319682929414606e-13,8.996109311047933e-13,1.5065843453276347e-12,0.5082335703175953
2.0072485100739515e-12,2.2316380250905786e-14,1.4393402974569445e-12,0.7339571205895365
-3.000090837113371e-12,1.8587400240782427e-12,-8.94687360745102e-13,0.9856230894099313
-2.7479612481036757e-13,-8.847332645479287e-13,-5.406458141352035e-13,0.6833764399550581
6.127369535632814e-13,1.0818474722630401e-12,-4.261780822908075e-13,0.19500929133880818
1.0249173380211084e-12,-1.4712252372027298e-12,4.921613959680569e-13,0.7186178801609071
-2.3455454034488524e-12,-1.1924854900281947e-12,-1.9586506266465095e-13,0.21577563282678236
4.075940163889211e-13,4.868689378754267e-13,3.9614245617642123e-14,0.07668093666126141
-5.858368982115327e-14,-2.0665014756198972e-14,3.1568269036596186e-14,0.19400392198952487
-2.0229118870728623e-13,-7.913810181032392e-13,-2.4376585938059454e-13,0.840599417534243
7.320083522597568e-13,-1.190499737532596e-13,3.549387710942895e-13,0.7633434346542617
-5.660853310607115e-12,-7.919737585256831e-12,-1.1868982919816297e-11,0.16108764426349942
-3.2974455871050157e-12,-1.455995924647641e-12,1.3680844212070434e-12,0.6169335014096388
8.184067066590467e-14,-3.0159952065415908e-12,-4.538661840358601e-13,0.9193774412092696
5.289375786413431e-13,6.109728293517827e-13,2.2454635633103e-13,0.7198326748979418
2.259267637964993e-12,-1.0039723406361438e-12,-7.234739897012191e-13,0.9202805160019525
-1.3977663379567553e-13,7.30072165833631e-14,-7.027804491255363e-15,0.6779531542522839
2.7034736010512027e-13,9.37355682847864e-14,-1.9698854617295208e-13,0.5728947499905342
-1.2259834231875531e-12,-5.210835273112949e-13,-5.088438677895709e-13,0.4849306075329538
