mx_iterative,my_iterative,mz_iterative,r_2_iterative
2.3510657035950157e-12,2.102028643368405e-12,-5.10744031049626e-14,0.9709501034741385
-2.189051818800608e-12,7.405833589931198e-13,2.412400739974925e-12,0.9547391920567091
-7.470365316714312e-12,-5.2407242494052886e-12,3.835635516215769e-12,0.8435846120751721
1.7091515405449146e-12,5.417679633222827e-12,-3.5626552837929957e-13,0.9831998157106167
7.714203724992346e-13,4.791434819742627e-13,9.853053061453838e-13,0.8984848324917598
9.053368130115217e-13,2.3014370698681726e-12,-4.924764893022923e-13,0.9398202446215403
-1.0962166992056056e-12,3.5764109861399126e-12,1.4916962288715266e-12,0.9730876403111451
-8.067749213702124e-13,5.08067660902213e-13,-2.7426234156372536e-12,0.9781469455759538
-3.7619663009711186e-14,3.250855343313661e-12,-1.0586917008433512e-12,0.9199037460638445
-1.2802239780277706e-11,-1.6829662362610723e-11,4.7853014824492855e-12,0.9490851588663474
6.70446932898466e-13,-1.2576047899275425e-11,1.6749486884125645e-12,0.8798204826140502
1.6705805867663363e-12,-1.6466060242240589e-12,-9.413831058897707e-13,0.9757459832503504
-4.9015218779417565e-12,-9.452254735272122e-13,-3.775833650367128e-13,0.9706292119403147
4.685712143242409e-13,3.6496528655682974e-13,-4.514803651363714e-14,0.6515286224218562
-2.167299316121625e-13,1.7252377547193168e-12,-9.765916369465234e-13,0.916066166103075
7.839003854446914e-12,7.204076036412777e-14,1.2322406913507158e-12,0.8596245992877755
-5.645338083567828e-14,-6.286905388992256e-14,-2.7969933577048467e-14,0.05294498981983964
9.35105672579095e-12,2.2126987265299943e-11,-2.5695219648715107e-12,0.8914678137361921
-6.605550951907382e-12,4.5500510278601734e-12,-1.4465071713873905e-12,0.8214791458547569
8.364713927767635e-13,-1.363094948961677e-12,-1.0092500598692757e-12,0.9186909300344659
-9.880236110834844e-13,-1.3059589117548203e-12,-8.380194617290987e-13,0.9805837757604889
9.049460267922927e-13,-7.204251042715587e-13,-3.17232864524154e-12,0.9552825368291232
8.140598259434864e-12,-2.0070516636362014e-12,-4.408810792084245e-12,0.9411581457980334
3.6233572288970406e-12,1.959246111715763e-12,-1.3747260003108378e-12,0.9101188636997446
1.6755298422831174e-13,1.3120507439121541e-12,-2.453223121422541e-13,0.959321540570432
2.1376058053986425e-12,2.2533840449457056e-13,9.809898514241902e-14,0.5674483430255505
