mx_iterative,my_iterative,mz_iterative,r_2_iterative
-5.321752939758164e-13,4.96399374256862e-13,7.3417418110123e-14,0.9986419039522455
6.26768016209919e-15,1.358928229087852e-13,6.226459580768237e-14,0.9999614090545688
-1.7717369280551942e-16,1.3649350761912105e-13,-9.885980942836721e-14,0.9999207987094302
7.571600797808518e-15,7.533478430871157e-14,-1.6408712889456998e-13,0.9974124718516727
2.994464000453777e-13,1.6042175889534283e-13,-2.301458706717722e-13,0.9995053523853281
7.376396594086866e-14,9.830219813172237e-14,-1.0901058535500154e-13,0.9969901735904028
1.2358668165177684e-13,1.2290262634328837e-13,2.7430075516544163e-14,0.74248805549604
2.4209293155525883e-14,2.8948515421845964e-14,-2.7130036024714006e-14,0.9998833397953032
3.645728450651033e-14,-2.8263398993920225e-14,1.5971265377121692e-14,0.9999122846673087
9.200499726397548e-14,2.0790641147061445e-14,-1.9056285465382915e-13,0.9987965903644259
-3.604296099037267e-14,-2.0931705448606546e-14,-5.718130666100591e-14,0.9996759822849208
5.905933680396153e-15,5.005346705022903e-14,-3.2686395553196235e-14,0.9991466025247262
8.701166664941363e-15,4.334233885714208e-14,2.0227866127151193e-15,0.9998986891571067
2.1251225356531768e-14,3.9665445560417247e-14,4.3766708568821414e-14,0.9998472330489805
3.728311004737474e-14,7.987955445247788e-15,-2.2836033425969804e-14,0.9998589690431954
2.7445502157476744e-15,1.8914957678683878e-13,-8.471757970252554e-14,0.999962259135714
1.5518880568739108e-14,3.7413546137437165e-14,-4.8064981444878863e-14,0.9999267256719833
-5.966020852219661e-14,5.624500769925441e-14,1.920849730472874e-15,0.9997255404061447
2.1892562603188116e-14,-4.405410008474307e-14,-6.491524955054535e-15,0.9969271140210948
8.035792534909469e-14,1.7726474872186463e-14,8.909102696842107e-15,0.9996435667183571
-4.2167883897407776e-14,3.2317127848137985e-14,-4.664348048960879e-14,0.9995689800263566
3.7665573819524276e-14,3.542969795307619e-14,-2.6302346216192783e-14,0.988408177107481
-2.411038835896371e-14,4.0265737720804984e-14,-2.7920173040531304e-14,0.9999360957614578
2.0148897254954352e-14,4.099032765939681e-14,-1.5244772526515946e-14,0.999220296270277
-2.6066124628860514e-14,-2.269487035032428e-14,-1.1200313665679713e-13,0.9998631762836309
-3.399777319855186e-15,-5.126341512346263e-15,-1.685147087685973e-13,0.9757833376130058
1.911599152262276e-15,1.407046573583764e-13,-1.3348012065119736e-13,0.999680734835599
2.302733670596182e-14,7.244147318212428e-14,-2.7962274772316797e-14,0.9975434453132621
5.949238683743616e-14,5.4600711727798086e-14,-5.623852186317418e-14,0.9999602556231044
2.666667448682203e-14,8.37209597651163e-14,-3.017800140729447e-14,0.9997481541340216
8.999438866649147e-14,1.1338715475305485e-13,-3.4016488658947635e-14,0.9969042596417494
8.730403826069139e-14,-1.843246088187225e-14,-6.825979019954736e-14,0.9998358243421973
2.0023391704576395e-14,5.0012377650995706e-14,-2.8178434581289043e-14,0.9997911526836656
6.182751371207703e-14,7.932789908534202e-14,-6.663556619516942e-14,0.9997020526888634
2.9948029985024374e-14,1.0118500259038296e-14,-2.709491279031113e-15,0.9984652880073035
1.635353047004455e-13,2.9842095507150345e-13,-2.6501660791840393e-13,0.9993504788316847
1.0237688152286413e-14,1.1762238439507175e-13,-6.530152447779186e-14,0.9997670162496975
5.868930604842048e-14,3.0253600218072184e-14,-1.3869021640971153e-13,0.9931475996656309
1.4333469252409346e-13,9.148470133794985e-14,-9.27896183874193e-14,0.9995857324169096
3.128935976757672e-14,3.3710227612696255e-14,-3.174136800696677e-14,0.9992607817073468
6.165260440200428e-14,1.1709225561130459e-13,-1.567201304760127e-14,0.9999576582923332
1.4473318907216395e-14,1.2901781351847807e-14,-1.796708847510996e-14,0.9994159320288537
6.203367218177682e-14,8.663911879227567e-14,4.548951336276194e-14,0.9892641106351562
7.393372240787248e-14,3.003306041472903e-14,-4.0338421412168566e-14,0.9997574386645833
1.0360414522747516e-14,4.917288632946035e-14,-9.257740287224368e-14,0.9999159562724926
1.7894666709222178e-14,-1.6093152756810807e-14,2.313801207579629e-14,0.9989428219674417
5.0922529351574686e-14,9.186900348275747e-14,-7.192167560329273e-14,0.9998843344859716
-4.581166750622053e-15,5.534036733637541e-14,4.7283784409270133e-14,0.999825786192183
1.7307423843806012e-14,2.010993753385817e-14,1.2599920003550126e-14,0.9993958592121729
6.996549288654786e-14,1.1531395400181546e-13,-7.966008194059625e-14,0.99995279390527
-2.1298970267331695e-15,1.4450154951545804e-14,-3.1874606301359745e-14,0.9997611879499705
6.720595497508546e-14,6.157734778374816e-14,-1.941829274213901e-14,0.9986693935080891
2.4403638295372122e-14,1.251749992074321e-13,7.676790873238449e-14,0.9996346152432588
4.570208878692473e-14,1.0875050023886784e-13,-1.9304483715393424e-13,0.9998724082908474
6.776927739923831e-14,7.988615742129473e-14,-7.526961273544016e-14,0.9999383518907844
-7.973544714959931e-14,1.1356937231977538e-13,-8.695359626193298e-14,0.9863550579102721
-4.895498367107646e-14,1.8080039493911055e-13,-2.0929012450029543e-14,0.999175980983524
4.1733196269750956e-14,8.23674893105771e-14,-2.4813907182508944e-14,0.9779559484778303
-8.389063451622486e-15,-1.211279394967031e-14,-4.8387904556711095e-14,0.9987409412787627
1.0103500446928685e-14,3.267616044397849e-14,-2.143291143283291e-14,0.9553521378527364
3.0548646073017954e-14,4.514692909107597e-14,-2.4371086186553772e-14,0.9996662709548082
8.004501152909188e-15,1.3061702774476332e-14,1.8966244545774135e-14,0.9999553408666593
8.477698549376003e-15,2.383796718639819e-14,-6.3398805845262826e-15,0.9993037298618926
6.706004040986185e-14,8.175674887922683e-14,-8.408953706189616e-14,0.9999723723902687
1.4998407460237247e-14,6.433778399142927e-14,-7.482658413678098e-15,0.9996011401080308
8.320281719298846e-14,-1.8217069413760875e-14,-1.365187060957344e-13,0.9944591985810384
3.6884480469994256e-14,2.3803457040324076e-14,9.951462507848934e-15,0.9872935411148643
1.0148512785921235e-14,1.2629609933743782e-14,-1.390630238625619e-14,0.9939784762964475
6.276620762991144e-14,1.5997810722607735e-14,-5.897449614183138e-14,0.9726303740542838
6.495374088290245e-14,4.61559099062809e-14,-1.6334440856224228e-14,0.9797802694257148
1.003607543700754e-14,1.1163185839779714e-15,-1.5150092517027262e-14,0.9984031917244753
3.4913563471152416e-14,4.2354004585778386e-14,-4.172830532317949e-14,0.9993637075068285
1.5240393755290477e-14,2.9728867982310014e-14,-3.3199729320310595e-14,0.9987469110554177
2.5732616312012228e-14,1.7591972472970532e-14,-7.225050724603795e-14,0.9627301467530913
3.1913674892059065e-14,5.559710728393975e-14,-4.123092925906152e-14,0.9999515378881255
4.72142908349353e-14,1.3352152060184607e-13,-1.389938236827607e-13,0.999710294493407
1.602691913297225e-14,1.4742978283424514e-14,-1.7454463248088013e-14,0.9998971532229871
6.140738415173349e-15,-2.7137417100160624e-14,-2.694142087307994e-14,0.9998845815721098
4.113216421219498e-14,4.190865652982068e-14,-8.870943712197894e-15,0.9712269615704886
2.2256258713873065e-14,8.28223512405862e-14,-6.962683031617469e-14,0.9990813684560261
3.2945012425030087e-15,2.2700810286624024e-14,-5.6512192617133365e-14,0.9976208736514648
1.0314151959644704e-14,1.9451428454435173e-14,-1.3150467159661434e-14,0.9998524679553904
-2.9107355986700535e-15,9.20285394790528e-15,1.035494483404857e-15,0.6020012748078367
-5.308219502197285e-15,1.6593335575834064e-14,1.948991435513914e-15,0.9994179086302734
4.8408446526106024e-14,-4.127668863984998e-14,-6.002241472772306e-14,0.9766762899214187
-2.904540766951635e-15,1.7822887581930037e-14,-2.0743208496225274e-14,0.9999401231732897
1.5670724192678468e-14,5.77265678596446e-15,-2.959343111011158e-15,0.9999120746483929
1.5534460959476524e-14,6.260060643223838e-14,-2.417030613404073e-14,0.999733147161523
-1.7552441875365532e-15,5.068175727672558e-16,-1.0016976145219665e-14,0.969279992747784
2.602936787805352e-14,3.234470166226018e-14,-1.1974841886597178e-14,0.9999296473857414
4.346517895310567e-14,4.537319682510858e-14,-3.16214460402195e-14,0.9927415514521822
-1.0442375046626006e-14,7.232191580010343e-14,-2.7562487731113057e-14,0.9999540290228613
1.626591253049222e-14,1.0419555947945431e-14,-1.6408787970698093e-14,0.9982457748025038
4.850405982167166e-14,9.389515455538936e-14,-4.356343805862553e-14,0.9996559173466363
8.743772991574284e-15,4.307058193992446e-14,-3.3406623789442474e-14,0.9974879634130996
2.737864893653049e-15,1.0003221465622512e-14,-7.805660545001054e-15,0.9999131918429984
6.340789113813678e-14,-2.4182899888155486e-14,-1.74501127122604e-14,0.9744364785400648
1.9460773664232942e-14,2.222627774726246e-14,-1.0027674692640679e-14,0.9987502920817793
1.939643131304267e-13,8.26409320361832e-14,-3.586458336004159e-14,0.9990195793755926
1.9056287109757237e-14,-3.1929663665454995e-14,-1.1207049848136749e-13,0.9836227266358042
4.066938626512607e-14,-1.1492064920232695e-13,-7.132144284117301e-14,0.9999508207342757
1.0317952517743355e-13,2.4645841091636694e-13,-1.6555230039448364e-13,0.9999231157834864
7.631567510155066e-16,7.006711590480153e-15,-8.480554547532183e-15,0.9987944480433263
2.575778668595021e-14,-5.6090853332755704e-15,-8.513516890017054e-15,0.9836848298778577
6.090672830883134e-15,-1.941820925569933e-15,2.0397761304534687e-14,0.999770312297978
6.647997818866422e-14,-7.490952726077378e-15,-6.439848279449396e-15,0.9999220635684342
2.5179425769486717e-14,-1.905095932642261e-14,-5.6536342449034995e-14,0.9992318020332831
1.468616502361006e-13,2.2745249889228118e-14,-3.176453279317528e-14,0.9980723298278458
6.879199388956996e-15,8.844616090331776e-15,-5.629011068638469e-15,0.9998566687697711
-1.2731584266963682e-14,1.0718252065502155e-14,-1.5025256384225207e-14,0.999871602801236
6.842099178526246e-15,6.4886254690271924e-15,-5.58494720222227e-15,0.9587103756341275
1.787172293298625e-13,4.626003260525098e-13,-7.927984861206788e-14,0.999723449178103
-1.3178303757351407e-14,1.7419996436667022e-14,-1.253185111143767e-14,0.9997011697204595
3.030172155249801e-14,5.711291885355212e-14,-2.0965378329017472e-14,0.9998211936636938
9.965930746143767e-15,1.9240127663835687e-15,-8.677391136775596e-15,0.9998252992035811
2.7727377287349764e-14,3.3002056753766626e-15,1.7727379109020996e-14,0.9983787640261795
1.4321608834236033e-14,2.9013530996215546e-14,1.3462081322478975e-16,0.9975337085279636
-4.105736801745505e-15,1.1342446913870387e-14,-1.1252853614145884e-14,0.9994872629699934
1.6507851538392746e-14,2.2906443612067508e-14,9.024594776017944e-16,0.9999405148455249
1.6761201530499657e-14,2.561858435166649e-14,-1.864252056619243e-14,0.9999190378181397
5.768663242226849e-14,2.5303899297246167e-14,-2.4530828583020274e-14,0.9997776891086781
6.927169695930474e-15,2.0614091680022954e-14,-1.0574077674457113e-14,0.9928190856725546
9.401662950023811e-14,1.805776374070131e-13,-7.613644318612788e-14,0.9999333628558288
